date,primary type,secondary type,latitude,longitude
2016-01-25 10:00:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,41.780946398,-87.621995369
2016-01-24 22:00:00,OTHER OFFENSE,ARSONIST: ANNUAL REGISTRATION,41.77935338,-87.615604225
2016-01-24 20:31:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,41.76875279,-87.605667308
2016-01-23 19:32:00,OTHER OFFENSE,TELEPHONE THREAT,41.778099133,-87.633828531
2016-01-23 06:00:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,41.792470297,-87.615919964
2016-01-21 21:00:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,41.790520722,-87.622358898
2016-01-21 17:07:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,41.770247986,-87.611688004
2016-01-20 16:15:00,OTHER OFFENSE,LICENSE VIOLATION,41.769228453,-87.621138751
2016-01-19 15:00:00,OTHER OFFENSE,TELEPHONE THREAT,41.772233343,-87.625116036
2016-01-19 01:34:00,OTHER OFFENSE,PAROLE VIOLATION,41.776819966,-87.602045584
2016-01-18 21:42:00,OTHER OFFENSE,PAROLE VIOLATION,41.770227581,-87.628290698
2016-01-18 19:29:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,41.772488047,-87.611802201
2016-01-18 10:40:00,OTHER OFFENSE,TELEPHONE THREAT,41.784895894,-87.618974395
2016-01-16 19:00:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,41.781426277,-87.614440844
2016-01-15 23:15:00,OTHER OFFENSE,TELEPHONE THREAT,41.779769955,-87.605916736
2016-01-15 20:30:00,OTHER OFFENSE,TELEPHONE THREAT,41.779769955,-87.605916736
2016-01-15 09:00:00,OTHER OFFENSE,TELEPHONE THREAT,41.78851612,-87.623928461
2016-01-14 22:15:00,OTHER OFFENSE,TELEPHONE THREAT,41.780946398,-87.621995369
2016-01-14 22:00:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,41.785848109,-87.607582382
2016-01-13 18:50:00,OTHER OFFENSE,OTHER WEAPONS VIOLATION,41.778678111,-87.631567468
2016-01-13 17:35:00,OTHER OFFENSE,OTHER WEAPONS VIOLATION,41.780463057,-87.601406571
2016-01-13 14:00:00,OTHER OFFENSE,TELEPHONE THREAT,41.783315787,-87.607251618
2016-01-12 20:25:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,41.779150271,-87.615599158
2016-01-12 20:02:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,41.78490137,-87.61325803
2016-01-12 17:00:00,OTHER OFFENSE,TELEPHONE THREAT,41.783206,-87.60724919
2016-01-11 20:13:00,OTHER OFFENSE,LICENSE VIOLATION,41.769228453,-87.621138751
2016-01-10 22:30:00,OTHER OFFENSE,LICENSE VIOLATION,41.776322631,-87.605838376
2016-01-10 20:43:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,41.770546842,-87.608158126
2016-01-10 08:11:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,41.783486919,-87.62055566
2016-01-09 15:00:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,41.774256998,-87.609443441
2016-01-08 15:04:00,OTHER OFFENSE,PAROLE VIOLATION,41.779937368,-87.60591851
2016-01-08 12:10:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,41.779120086,-87.615599494
2016-01-08 00:40:00,OTHER OFFENSE,TELEPHONE THREAT,41.778966393,-87.615597542
2016-01-07 08:00:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,41.783206,-87.60724919
2016-01-06 12:00:00,OTHER OFFENSE,TAMPER WITH MOTOR VEHICLE,41.769174426,-87.62438354
2016-01-03 16:45:00,OTHER OFFENSE,TELEPHONE THREAT,41.768432735,-87.623376304
2016-01-01 17:00:00,OTHER OFFENSE,TELEPHONE THREAT,41.788525309,-87.622307609
