date,primary type,secondary type,latitude,longitude
2016-02-06 19:37:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,41.782927032,-87.620547195
2016-02-06 06:30:00,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,41.80158649,-87.619394194
2016-02-06 04:58:00,ASSAULT,AGGRAVATED: HANDGUN,41.777538803,-87.617266929
2016-02-06 00:19:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,41.794583892,-87.629307346
2016-02-06 00:05:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.794705533,-87.621879919
2016-02-05 23:50:00,ASSAULT,SIMPLE,41.795652442,-87.619247355
2016-02-05 21:50:00,BATTERY,AGGRAVATED: OTHER DANG WEAPON,41.790752055,-87.625601621
2016-02-05 14:15:00,BATTERY,SIMPLE,41.780251765,-87.614886595
2016-02-05 10:00:00,ASSAULT,PRO EMP HANDS NO/MIN INJURY,41.781353265,-87.635083754
2016-02-05 00:10:00,BATTERY,SIMPLE,41.792126328,-87.617529972
2016-02-04 14:43:00,ASSAULT,SIMPLE,41.783891154,-87.615399623
2016-02-04 13:30:00,BATTERY,PRO EMP HANDS NO/MIN INJURY,41.785187197,-87.608524835
2016-02-04 12:40:00,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,41.792249921,-87.627748714
2016-02-04 10:55:00,ASSAULT,AGGRAVATED: HANDGUN,41.790597548,-87.617495642
2016-02-04 07:26:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.793218796,-87.631804928
2016-02-03 23:54:00,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,41.801137262,-87.622626646
2016-02-03 19:55:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.805151171,-87.618048882
2016-02-03 16:00:00,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,41.779073436,-87.615600014
2016-02-03 14:48:00,ASSAULT,PRO EMP HANDS NO/MIN INJURY,41.802809602,-87.625912736
2016-02-03 13:00:00,ASSAULT,SIMPLE,41.801349421,-87.616140009
2016-02-03 11:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.801352283,-87.621010532
2016-02-02 19:20:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.785018995,-87.609703726
2016-02-02 18:07:00,ASSAULT,SIMPLE,41.78851612,-87.623928461
2016-02-02 15:30:00,ASSAULT,PRO EMP HANDS NO/MIN INJURY,41.783365222,-87.622173961
2016-02-02 14:09:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.78851612,-87.623928461
2016-02-02 03:00:00,BATTERY,SIMPLE,41.799580127,-87.619346782
2016-02-02 01:07:00,BATTERY,SIMPLE,41.793935909,-87.625680278
2016-02-01 22:54:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.803883483,-87.618957908
2016-02-01 22:36:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.787480544,-87.618458018
2016-02-01 19:30:00,BATTERY,SIMPLE,41.78690669,-87.625500912
2016-02-01 15:47:00,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,41.794344947,-87.615968735
2016-02-01 11:45:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,41.796044876,-87.624120486
2016-02-01 11:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.786932412,-87.623887252
2016-01-31 23:45:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.801137262,-87.622626646
2016-01-31 22:30:00,BATTERY,SIMPLE,41.794766069,-87.618369729
2016-01-31 21:15:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.778966393,-87.615597542
2016-01-31 21:11:00,ASSAULT,AGGRAVATED: HANDGUN,41.782881146,-87.623774252
2016-01-31 19:33:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,41.781205441,-87.61204546
2016-01-31 13:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.785848109,-87.607582382
2016-01-31 10:15:00,ASSAULT,SIMPLE,41.795823463,-87.63186087
2016-01-31 09:00:00,BATTERY,SIMPLE,41.781629386,-87.614445908
2016-01-30 23:05:00,BATTERY,SIMPLE,41.797899368,-87.616061121
2016-01-30 20:30:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,41.778992484,-87.631817016
2016-01-30 10:22:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.797178266,-87.633067324
2016-01-30 05:00:00,BATTERY,AGGRAVATED: HANDGUN,41.779059693,-87.615596501
2016-01-30 00:41:00,ASSAULT,SIMPLE,41.794672085,-87.623570871
2016-01-29 23:45:00,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,41.8030215,-87.615391494
2016-01-29 15:50:00,BATTERY,SIMPLE,41.801676043,-87.625884861
2016-01-29 15:30:00,ASSAULT,PRO EMP HANDS NO/MIN INJURY,41.785187197,-87.608524835
2016-01-29 10:00:00,ASSAULT,PRO EMP HANDS NO/MIN INJURY,41.785187197,-87.608524835
2016-01-29 05:30:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,41.799580127,-87.619346782
2016-01-29 02:00:00,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,41.793457578,-87.631809658
2016-01-29 01:35:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.79567257,-87.622492659
2016-01-28 17:40:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.780031506,-87.627164065
2016-01-28 06:00:00,ASSAULT,SIMPLE,41.792319349,-87.61591798
2016-01-28 04:10:00,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,41.780110888,-87.615617777
2016-01-27 22:54:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.78508896,-87.617366256
2016-01-27 21:03:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.799796042,-87.620972755
2016-01-27 16:30:00,ASSAULT,SIMPLE,41.799657879,-87.622591648
2016-01-27 03:50:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.792351443,-87.622404674
2016-01-26 23:40:00,BATTERY,SIMPLE,41.792264444,-87.615914925
2016-01-26 22:37:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.788383505,-87.620681096
2016-01-26 12:00:00,BATTERY,SIMPLE,41.795991039,-87.630542489
2016-01-26 10:30:00,BATTERY,AGGRAVATED: OTHER DANG WEAPON,41.780020822,-87.62276087
2016-01-25 22:50:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.792444765,-87.62240731
2016-01-25 17:50:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.791074686,-87.621854064
2016-01-25 12:45:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,41.797348638,-87.624157454
2016-01-25 09:30:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,41.792425533,-87.622403855
2016-01-25 02:40:00,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,41.786670801,-87.62063773
2016-01-25 00:45:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.786670801,-87.62063773
2016-01-24 23:50:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.783432002,-87.615701737
2016-01-24 22:50:00,BATTERY,SIMPLE,41.7935381,-87.62081469
2016-01-24 22:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.785268355,-87.614452924
2016-01-24 18:20:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.79388474,-87.617862454
2016-01-24 14:01:00,BATTERY,SIMPLE,41.781322801,-87.617206498
2016-01-23 23:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.781335054,-87.615651789
2016-01-23 15:35:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.798066536,-87.605119409
2016-01-23 15:00:00,BATTERY,SIMPLE,41.794893197,-87.630521478
2016-01-23 13:25:00,ASSAULT,SIMPLE,41.80171934,-87.630703621
2016-01-22 22:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.785848109,-87.607582382
2016-01-22 18:40:00,ASSAULT,SIMPLE,41.788699253,-87.604954085
2016-01-22 16:40:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.785161229,-87.620603115
2016-01-22 12:05:00,BATTERY,AGGRAVATED: HANDGUN,41.793935909,-87.625680278
2016-01-21 15:48:00,ASSAULT,AGGRAVATED: HANDGUN,41.797468529,-87.620914182
2016-01-21 15:30:00,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,41.797468529,-87.620914182
2016-01-21 11:15:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.79565153,-87.620868294
2016-01-20 21:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.791158739,-87.616833005
2016-01-20 15:08:00,ASSAULT,SIMPLE,41.794893197,-87.630521478
2016-01-20 12:35:00,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,41.794926149,-87.630524785
2016-01-20 10:30:00,ASSAULT,SIMPLE,41.794766343,-87.618413732
2016-01-19 18:15:00,BATTERY,SIMPLE,41.778754713,-87.617297398
2016-01-19 15:38:00,BATTERY,AGGRAVATED: HANDGUN,41.804823004,-87.616471717
2016-01-19 09:45:00,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,41.795868205,-87.625732367
2016-01-19 08:20:00,BATTERY,SIMPLE,41.795868205,-87.625732367
2016-01-18 21:17:00,ASSAULT,SIMPLE,41.794672085,-87.623570871
2016-01-18 19:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.801513039,-87.617733588
2016-01-18 16:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.779800967,-87.625377411
2016-01-18 06:45:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.79723971,-87.631893102
2016-01-17 14:35:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.789338513,-87.616710265
2016-01-17 14:30:00,BATTERY,SIMPLE,41.780110888,-87.615617777
2016-01-17 10:40:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.803971222,-87.613231599
2016-01-17 10:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.782987402,-87.620546526
2016-01-16 19:14:00,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,41.779059693,-87.615596501
2016-01-16 18:45:00,BATTERY,SIMPLE,41.794088699,-87.631799109
2016-01-16 15:43:00,BATTERY,AGGRAVATED: HANDGUN,41.800518551,-87.633148318
2016-01-16 14:09:00,ASSAULT,SIMPLE,41.794670403,-87.631785431
2016-01-16 11:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.786932412,-87.623887252
2016-01-16 08:15:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.784999146,-87.610910278
2016-01-15 23:46:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.783081966,-87.613267388
2016-01-15 19:55:00,BATTERY,SIMPLE,41.803365964,-87.622682706
2016-01-15 17:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.801634875,-87.616147829
2016-01-15 15:30:00,BATTERY,SIMPLE,41.794257212,-87.620832396
2016-01-15 11:45:00,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,41.783457367,-87.614491487
2016-01-15 11:00:00,BATTERY,PRO EMP HANDS NO/MIN INJURY,41.785187197,-87.608524835
2016-01-15 10:33:00,ASSAULT,SIMPLE,41.78851612,-87.623928461
2016-01-15 01:21:00,ASSAULT,SIMPLE,41.794672085,-87.623570871
2016-01-14 15:40:00,BATTERY,PRO EMP HANDS NO/MIN INJURY,41.798741929,-87.62580711
2016-01-14 15:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.798066536,-87.605119409
2016-01-14 15:00:00,BATTERY,SIMPLE,41.781710088,-87.635094549
2016-01-14 09:00:00,BATTERY,PRO EMP HANDS NO/MIN INJURY,41.798741929,-87.62580711
2016-01-13 17:12:00,BATTERY,AGGRAVATED: HANDGUN,41.782646353,-87.636074352
2016-01-13 08:40:00,ASSAULT,PRO EMP HANDS NO/MIN INJURY,41.798876434,-87.625812965
2016-01-12 19:15:00,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,41.787102121,-87.640451871
2016-01-12 12:50:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.784859393,-87.614442826
2016-01-12 12:25:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.783327624,-87.610870377
2016-01-11 23:10:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.777838294,-87.615566126
2016-01-11 15:50:00,BATTERY,SIMPLE,41.792444765,-87.62240731
2016-01-11 15:45:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.783357911,-87.615702563
2016-01-11 01:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.801538809,-87.616145232
2016-01-11 00:24:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.779073436,-87.615600014
2016-01-10 20:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.788786066,-87.622315729
2016-01-10 18:30:00,ASSAULT,AGGRAVATED: HANDGUN,41.783588303,-87.625412747
2016-01-10 18:25:00,ASSAULT,AGGRAVATED: HANDGUN,41.792145606,-87.631776292
2016-01-10 17:23:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.790614695,-87.604943402
2016-01-10 15:10:00,BATTERY,AGGRAVATED: HANDGUN,41.789304129,-87.618679773
2016-01-10 03:05:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,41.800100705,-87.620980383
2016-01-09 19:21:00,ASSAULT,PRO EMP HANDS NO/MIN INJURY,41.794088699,-87.631799109
2016-01-09 11:36:00,BATTERY,SIMPLE,41.803365964,-87.622682706
2016-01-09 04:54:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.802132606,-87.613677631
2016-01-08 23:45:00,ASSAULT,PRO EMP HANDS NO/MIN INJURY,41.80171934,-87.630703621
2016-01-08 18:45:00,ASSAULT,SIMPLE,41.782913276,-87.615692855
2016-01-08 18:35:00,BATTERY,SIMPLE,41.781576603,-87.615660095
2016-01-08 14:30:00,BATTERY,SIMPLE,41.781353265,-87.635083754
2016-01-08 12:10:00,BATTERY,SIMPLE,41.780946398,-87.621995369
2016-01-08 10:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.782085516,-87.61409983
2016-01-08 00:58:00,ASSAULT,SIMPLE,41.799580127,-87.619346782
2016-01-07 21:15:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.784630525,-87.622203978
2016-01-07 19:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.783050539,-87.620549493
2016-01-07 18:18:00,ASSAULT,SIMPLE,41.788608589,-87.620689604
2016-01-07 17:25:00,BATTERY,SIMPLE,41.789403671,-87.630365095
2016-01-07 16:00:00,BATTERY,SIMPLE,41.777308348,-87.625247179
2016-01-07 11:45:00,ASSAULT,SIMPLE,41.777950825,-87.615568537
2016-01-07 11:00:00,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,41.784611316,-87.622204191
2016-01-07 01:10:00,BATTERY,AGGRAVATED: HANDGUN,41.801583507,-87.633177068
2016-01-06 06:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.785034842,-87.610913544
2016-01-06 02:25:00,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,41.779960201,-87.632099778
2016-01-05 17:35:00,ASSAULT,SIMPLE,41.777783073,-87.617271544
2016-01-05 15:39:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.781353265,-87.635083754
2016-01-05 13:20:00,ASSAULT,AGGRAVATED: HANDGUN,41.779276522,-87.615601416
2016-01-05 12:13:00,ASSAULT,SIMPLE,41.781184105,-87.615649806
2016-01-05 11:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.787014838,-87.619031541
2016-01-04 17:00:00,ASSAULT,SIMPLE,41.777783389,-87.615563072
2016-01-04 13:15:00,ASSAULT,SIMPLE,41.797700881,-87.617676981
2016-01-04 10:45:00,BATTERY,PRO EMP HANDS NO/MIN INJURY,41.803365964,-87.622682706
2016-01-03 22:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.793588177,-87.632974386
2016-01-03 21:16:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.792361522,-87.61916287
2016-01-03 19:54:00,ASSAULT,AGGRAVATED: HANDGUN,41.800889813,-87.633727419
2016-01-03 02:45:00,BATTERY,AGGRAVATED: HANDGUN,41.79416085,-87.633279862
2016-01-02 20:20:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.8030215,-87.615391494
2016-01-02 17:30:00,ASSAULT,SIMPLE,41.795675237,-87.631855152
2016-01-02 17:06:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.780184786,-87.61866738
2016-01-02 04:23:00,ASSAULT,AGGRAVATED: HANDGUN,41.794001185,-87.630501886
2016-01-02 04:15:00,ASSAULT,AGGRAVATED: HANDGUN,41.794555987,-87.630576503
2016-01-02 01:20:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.80171934,-87.630703621
2016-01-02 00:54:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.792398607,-87.604963543
2016-01-01 22:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.78340035,-87.613274825
2016-01-01 19:00:00,ASSAULT,SIMPLE,41.780946398,-87.621995369
2016-01-01 18:12:00,BATTERY,AGGRAVATED: HANDGUN,41.793598002,-87.634136764
2016-01-01 18:00:00,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,41.797555371,-87.631904329
2016-01-01 15:10:00,BATTERY,AGGRAVATED: OTHER DANG WEAPON,41.799475787,-87.624211019
2016-01-01 13:58:00,ASSAULT,SIMPLE,41.78146195,-87.614440445
2016-01-01 13:50:00,ASSAULT,SIMPLE,41.786365989,-87.625488526
2016-01-01 05:37:00,BATTERY,DOMESTIC BATTERY SIMPLE,41.802678384,-87.616257225
